parent_process_md5,parent_process_sha1,parent_process_sha256,parent_process_creation_date,process_id,agentid,elastic_id,usernames_id,agent_id,event_type,year,month,day,hour,parent_executablepath,executable_path,computername,parent_process_owner,process_owner,process_domain,parent_process_name,process_name,tenant_id,command_line,parent_command_line
,,,,"{""int"": 7828, ""string"": null}",6c2a5399d1cf8df22ec5c2b9bf743e35,oCCXf3wBqhyjhem8PLYh,,,user_process_execs,2021,10,14,16,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_79,name_546,name_440,name_642,asdf_0x197ab829c_executable_7,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 11652, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,SxHkf3wBjd7GdOiobevZ,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_170,name_36,name_520,name_520,name_640,executable_163,executable_170,tenant_c,taskhostw.exe,
,,,,"{""int"": 6380, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,s_swfnwBDac3IFZAQFbY,,,user_process_execs,2021,10,14,9,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_188,c:\dir_a_j\dir_b_j32\executable_162,name_46,name_539,name_539,name_640,executable_188,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": 8428, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,jKbsgHwBNBIFWOYHmIDL,,,user_process_execs,2021,10,14,22,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_196,name_54,name_440,name_440,name_642,executable_163,executable_196,tenant_c,c:\windows\system32\audiodg.exe 0x6f8 0x6ec,
,,,,"{""int"": 13444, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,oi0WfnwBxoofP3v-ujyR,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_268,asdf_0x1317acde8918c_name_17,name_464,name_464,name_640,executable_398,executable_268,tenant_c,c:\windows\system32\vssvc.exe,
,,,,"{""int"": 21952, ""string"": null}",7426ae4b4e07ecfb5ed97b2ed5bd4c4a,JMtggHwB1R6ZJf4-eWmP,1224.0,,user_process_execs,2021,10,14,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_b\dir_b_bi\dir_c_i\dir_d_d\dir_e_j\dir_f_ag\executable_425,name_9,name_461,name_452,name_640,executable_163,executable_425,tenant_c,c:\users\aanderson\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe,
,,,,"{""int"": 18280, ""string"": null}",4f7c55e946106db6d6fd93fa76480ee2,pY_zenwBNBIFWOYHQUp7,264.0,,user_process_execs,2021,10,13,18,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_49,name_508,name_563,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 1252, ""string"": null}",7426ae4b4e07ecfb5ed97b2ed5bd4c4a,TMT2enwBjd7GdOioUGsi,,,user_process_execs,2021,10,13,18,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_371,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\executable_188,name_9,name_461,name_461,name_640,executable_371,executable_188,tenant_c,"""c:\program files (x86)\sophos\sophos anti-virus\web intelligence\swi_lspdiag.exe""",
,,,,"{""int"": null, ""string"": """"}",c8f5b3faca3e1f7cb62badc1d99eb92e,Y8DaenwBdqP6iFOW6ez_,65.0,,user_process_execs,2021,10,13,18,,,name_186,,,,,,tenant_e,,
,,,,"{""int"": 15460, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,LpXNeHwB0-fRXDnoDe_x,,,user_process_execs,2021,10,13,8,c:\dir_a_a86)\dir_b_c\dir_c_aj\executable_433,c:\dir_a_d\dir_b_c\dir_c_aj\dir_d_f\dir_e_a1.dir\executable_191,name_33,name_486,name_486,name_640,executable_433,executable_191,tenant_c,"""c:\programdata\sophos\autoupdate\cache\sophos_autoupdate1.dir\sophosupdate.exe"" -scheduledupdate -rootpath ""c:\program files (x86)\sophos\autoupdate\""",
,,,,"{""int"": 16164, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,OQOqeXwBB0gvw5rfUYNh,144.0,,user_process_execs,2021,10,13,12,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_34,name_516,name_484,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 12344, ""string"": null}",59931be4d8629cb5c921b2b4ff6abf48,lRyDf3wBV1WtlBxDUUZS,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_64,name_540,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 19656, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,wgZXeHwBdqP6iFOWS7xW,,,user_process_execs,2021,10,13,6,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_12,name_455,name_455,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s wdisystemhost,
,,,,"{""int"": null, ""string"": ""16672""}",c5021203e048fc1b1d4955a9f158711f,thgfeXwBUVIklYwEeu7J,89.0,,user_process_execs,2021,10,13,10,,c:\dir_a_b\dir_b_ab\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_4,,name_445,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\mdurr\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1676,6619220561224452332,14400767811152950679,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\mdurr\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=832 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5068 /prefetch:1",
,,,,"{""int"": 25448, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,GcsmfHwBDac3IFZAGaQ4,,,user_process_execs,2021,10,14,0,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_10,name_457,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 3336, ""string"": null}",07adf7ba84c780b70a0816868cb52b10,LEZHeXwBD4PMs8-YczPB,,,user_process_execs,2021,10,13,10,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\executable_162,name_72,name_527,name_527,name_640,asdf_0x197ab829c_executable_7,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff,
,,,,"{""int"": 7860, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,zEZ6f3wBACIhUi-kMlFg,,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_181,test_f525e31a-634c-3d2f-9447-999cf6b5b6a0_name_67,name_530,name_530,name_640,executable_163,executable_181,tenant_c,gpupdate.exe /target:user,
,,,,"{""int"": null, ""string"": """"}",90642e1e163a485c48052e936e0428fe,2-U_gHwBACIhUi-kyi1a,,,user_process_execs,2021,10,14,19,,,name_244,,,,,,tenant_e,,
,,,,"{""int"": 12972, ""string"": null}",74aef8276914ae0aeda0c33fb15f859c,l2Tff3wBV1WtlBxDTIG4,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_171,name_2,name_442,name_442,name_643,executable_163,executable_171,tenant_e,"c:\windows\system32\cmd.exe /c ""c:\program files\pulseway\watchdog.bat""",
,,,,"{""int"": 16548, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,GRC3gHwB1R6ZJf4-jPhu,,,user_process_execs,2021,10,14,21,c:\dir_a_a86)\dir_b_c\dir_c_f\dir_d_c\asdf_0xAB18918Da_executable_189,c:\dir_a_j\dir_b_j32\executable_162,name_56,name_541,name_541,name_640,asdf_0xAB18918Da_executable_189,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": null, ""string"": ""169224""}",f87be2d33e3d31383b4fa57885b5bc28,CV6LeHwBB0gvw5rfs2RT,26.0,,user_process_execs,2021,10,13,7,,c:\dir_a_b\dir_b_ih\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,test_9bdf2544-31d8-3555-94b0-6a749118a996_name_45,,name_451,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\DHansen\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1652,10195333802968403517,5416753192939435227,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\DHansen\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=610 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4884 /prefetch:1",
,,,,"{""int"": 20004, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,dZjYgHwBLwEQS1RKoYiR,,,user_process_execs,2021,10,14,21,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_214,name_3,name_490,name_490,name_640,executable_163,executable_214,tenant_c,,
,,,,"{""int"": 19864, ""string"": null}",f78ea8b7cf43a0811ffdf7389527eb32,4avngHwBD4PMs8-Ylit3,77.0,,user_process_execs,2021,10,14,22,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_6,name_447,name_447,name_640,executable_168,executable_168,tenant_c,,
,,,,"{""int"": 1884, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ewa3gHwBqhyjhem8ijeO,,,user_process_execs,2021,10,14,21,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_63,name_528,name_528,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 878 -interruptevent 0 -ngenprocess 870 -pipe 880 -comment ""ngen worker process""",
,,,,"{""int"": 17376, ""string"": null}",8b8b4fed9f695c3c2aae6daac4688dc1,DAaPgHwBxoofP3v-vrKQ,50.0,,user_process_execs,2021,10,14,20,c:\dir_a_a86)\dir_b_f\dir_c_h3.2020.1.289\executable_224,c:\dir_a_a86)\dir_b_ajb\dir_c_fj\executable_237,name_60,name_593,name_593,name_640,executable_224,executable_237,tenant_c,,
,,,,"{""int"": 21316, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,20wmfHwBRALE72vTGkS5,,,user_process_execs,2021,10,14,0,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_230,name_12,name_455,name_455,name_640,executable_163,executable_230,tenant_c,c:\windows\system32\dmclient.exe utcwnf,
,,,,"{""int"": null, ""string"": ""16944""}",60ba53ba2cf7602fac7467b672fa4193,2TWjf3wBV1WtlBxDcdeU,49.0,,user_process_execs,2021,10,14,16,,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_8,,name_449,name_641,executable_18,executable_168,tenant_c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1716,1885150632490060912,16758736470262734322,131072 --lang=en-US --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=18 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4636 /prefetch:1",
,,,,"{""int"": 8144, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,6jErfnwB0-fRXDnoRzxH,,,user_process_execs,2021,10,14,9,c:\dir_a_c\dir_b_ch\dir_c_ag\executable_332,c:\dir_a_c\dir_b_ch\dir_c_ag\executable_259,asdf_0x1314acde8918c_name_14,name_474,name_474,name_640,executable_332,executable_259,tenant_c,"""c:\program files\realvnc\vnc server\vncagent.exe"" service realvnc.system.vncserver.vncagent.1296853489 -_hash e1f788a1b9405608e168d1096cb38dcf131bfd3f756db04ca50b4240692eb211",
,,,,"{""int"": 644, ""string"": null}",090324aef9b906c8ae71836c0f81eb58,eWzRf3wBxoofP3v-kQ2Q,,,user_process_execs,2021,10,14,17,c:\dir_a_j\dir_b_j32\executable_313,c:\dir_a_c\dir_b_fh\dir_c_bh\executable_249,name_31,name_466,name_466,name_640,executable_313,executable_249,tenant_c,"""c:\program files\digitalpersona\bin\dpagent.exe""",
,,,,"{""int"": 20084, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,eSbfe3wBUVIklYwErPh6,,,user_process_execs,2021,10,13,22,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\executable_163,name_46,name_539,name_539,name_640,executable_398,executable_163,tenant_c,c:\windows\system32\svchost.exe -k wusvcs -p -s waasmedicsvc,
,,,,"{""int"": 10928, ""string"": null}",171e1e972f703b7cd3721c19de438886,zkY6e3wBB0gvw5rf1vn-,,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_171,c:\dir_a_j\dir_b_j32\executable_178,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_171,executable_178,tenant_e,"find  /v ""running""  ",
,,,,"{""int"": 440, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,as9De3wBNBIFWOYHRGwC,,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_408,c:\dir_a_j\dir_b_j32\executable_177,name_650,name_441,name_441,name_640,executable_408,executable_177,tenant_c,"""c:\windows\system32\searchfilterhost.exe"" 0 848 852 860 8192 856 832 ",
,,,,"{""int"": 15536, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,AUvOfXwBUVIklYwEXiIm,,,user_process_execs,2021,10,14,7,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_16,name_454,name_454,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 48c -interruptevent 0 -ngenprocess 4b0 -pipe 46c -comment ""ngen worker process""",
,,,,"{""int"": 1880, ""string"": null}",c8bf5a144519b6c47a48f62cd5520250,Dd2VeHwBXiyPKgRrVsVc,,,user_process_execs,2021,10,13,7,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_fj\dir_c_ei64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.19991_none_fa0fb7959b4c8c91\executable_173,name_89,name_577,name_577,name_640,asdf_0x197ab829c_executable_7,executable_173,tenant_c,c:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.19991_none_fa0fb7959b4c8c91\tiworker.exe -embedding,
,,,,"{""int"": 16920, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,rmrugHwBACIhUi-kY6fC,1453.0,,user_process_execs,2021,10,14,22,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,name_23,name_482,name_482,name_640,executable_166,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=utility --utility-sub-type=chrome.mojom.utilwin --field-trial-handle=2184,9627291573736485532,588506065224245894,131072 --lang=en-us --service-sandbox-type=none --mojo-platform-channel-handle=4696 /prefetch:8",
,,,,"{""int"": 7568, ""string"": null}",e5163defbf789a0e59a1f1f0f0177537,SS7re3wBUVIklYwERJeZ,,,user_process_execs,2021,10,13,23,asdf_0x197ab829c_executable_7,c:\dir_a_j\dir_b_j32\executable_184,name_81,name_571,name_571,name_640,asdf_0x197ab829c_executable_7,executable_184,tenant_c,c:\windows\system32\printisolationhost.exe -embedding,
,,,,"{""int"": 26268, ""string"": null}",e28d3fa8be3fed48edacc9228e46668a,XMYXd3wBACIhUi-klvUu,,,user_process_execs,2021,10,13,0,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_c\dir_b_h\dir_c_aa\dir_d_e\executable_206,name_26,name_496,name_496,name_640,executable_163,executable_206,tenant_c,"""c:\program files\common files\microsoft shared\clicktorun\officesvcmgr.exe"" /checkin",
,,,,"{""int"": 2256, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,OgwIeXwBUVIklYwEdXqw,,,user_process_execs,2021,10,13,9,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,test_7ca4ef3a-1990-3308-a0ca-1a96770b00ba_name_100,name_603,name_603,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 6c0 -interruptevent 0 -ngenprocess 7cc -pipe 420 -comment ""ngen worker process""",
,,,,"{""int"": null, ""string"": ""178988""}",f87be2d33e3d31383b4fa57885b5bc28,RO-HfHwBdqP6iFOW2kIV,26.0,,user_process_execs,2021,10,14,1,,c:\dir_a_b\dir_b_ih\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,test_9bdf2544-31d8-3555-94b0-6a749118a996_name_45,,name_451,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\DHansen\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1668,8423886944958482612,11570513209470654733,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\DHansen\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=174 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3940 /prefetch:1",
,,,,"{""int"": null, ""string"": ""12188""}",60ba53ba2cf7602fac7467b672fa4193,eij-f3wBjd7GdOioxRro,1249.0,,user_process_execs,2021,10,14,17,,c:\dir_a_c\dir_b_aja\dir_c_gi10.19071.19011.0_x64__8wekyb3d8bbwe\executable_269,name_96,,name_552,name_641,executable_30,executable_269,tenant_c,"""C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_x64__8wekyb3d8bbwe\Video.UI.exe"" -ServerName:Microsoft.ZuneVideo.AppX758ya5sqdjd98rx6z7g95nw6jy7bqx9y.mca",
,,,,"{""int"": 11716, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,8AKXgHwB0-fRXDnoVEFv,,,user_process_execs,2021,10,14,20,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_j\dir_b_j32\dir_c_db\executable_172,name_38,name_493,name_493,name_640,executable_398,executable_172,tenant_c,c:\windows\system32\wbem\wmiapsrv.exe,
,,,,"{""int"": 9896, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,gwI8fnwBDac3IFZANhux,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_354,name_3,name_490,name_440,name_642,executable_398,executable_354,tenant_c,,
,,,,"{""int"": 21500, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,Gir1d3wBxoofP3v-kAxj,,,user_process_execs,2021,10,13,4,c:\dir_a_a86)\dir_b_c\dir_c_aj\dir_d_h\executable_326,c:\dir_a_c\dir_b_c\dir_c_hi\executable_424,name_36,name_520,name_520,name_640,executable_326,executable_424,tenant_c,sophosntptelemetry.exe,
,,,,"{""int"": null, ""string"": ""4720""}",60ba53ba2cf7602fac7467b672fa4193,zAdHfXwBNpbLFxe_k3F9,1239.0,,user_process_execs,2021,10,14,5,,c:\dir_a_b\dir_b_ac\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_7,,name_450,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\AAndersen\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1660,1454851428198061490,13115833394823944323,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\AAndersen\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=7178 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=39588 /prefetch:1",
,,,,"{""int"": 14564, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,9_BgenwBRALE72vT2C-A,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_23,name_477,name_477,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 710 -interruptevent 0 -ngenprocess 524 -pipe 7a8 -comment ""ngen worker process""",
,,,,"{""int"": 14224, ""string"": null}",f1d4622dfa3e4af504b5a462902c920b,_5UufXwB1R6ZJf4-CINa,,,user_process_execs,2021,10,14,4,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_20,name_491,name_491,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 698 -interruptevent 0 -ngenprocess 524 -pipe 460 -comment ""ngen worker process""",
,,,,"{""int"": null, ""string"": """"}",60ba53ba2cf7602fac7467b672fa4193,qAYLfnwBB0gvw5rfWdgL,,,user_process_execs,2021,10,14,8,,,asdf_0x1314acde8918c_name_14,,,,,,tenant_c,,
,,,,"{""int"": 13636, ""string"": null}",ff4a4def5b0da1d493849490701d35a8,bNUYenwBLwEQS1RKpguR,,,user_process_execs,2021,10,13,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_170,name_25,name_475,name_475,name_640,executable_163,executable_170,tenant_c,taskhostw.exe,
,,,,"{""int"": null, ""string"": """"}",da8d574d7e09e004d2e11a201128c54b,gmstenwBB0gvw5rfbmfP,125.0,,user_process_execs,2021,10,13,14,,,name_110,,,,,,tenant_e,,
,,,,"{""int"": 10188, ""string"": null}",7426ae4b4e07ecfb5ed97b2ed5bd4c4a,UJovfnwBNBIFWOYHudL8,,,user_process_execs,2021,10,14,9,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_9,name_461,name_461,name_640,executable_353,executable_167,tenant_c,"""c:\program files (x86)\hitmanpro.alert\hmpalert.exe"" /status",
